001	(109.072134)
002	(108.689417)
003	(108.306799)
004	(107.924345)
005	(107.538358)
006	(107.156635)
007	(106.775315)
008	(106.398353)
009	(106.02212)
010	(105.650481)
011	(105.283525)
012	(104.921362)
013	(104.564015)
014	(104.21552)
015	(103.872039)
016	(103.537542)
017	(103.212012)
018	(102.895645)
019	(102.584539)
020	(102.28658)
021	(101.997915)
022	(101.722385)
023	(101.456349)
024	(101.199761)
025	(100.960226)
026	(100.726485)
027	(100.509966)
028	(100.306867)
029	(100.113288)
030	(99.933316)
031	(99.770504)
032	(99.617304)
033	(99.477582)
034	(99.351316)
035	(99.238616)
036	(99.139263)
037	(99.053258)
038	(98.980817)
039	(98.92172)
040	(98.875967)
041	(98.843557)
042	(98.824599)
043	(98.818855)
044	(98.82262)
045	(98.83976)
046	(98.873935)
047	(98.917472)
048	(98.970444)
049	(99.040354)
050	(99.119747)
051	(99.212142)
052	(99.313923)
053	(99.428719)
054	(99.556596)
055	(99.693638)
056	(99.843666)
057	(100.002853)
058	(100.174912)
059	(100.356103)
060	(100.546244)
061	(100.749246)
062	(100.961153)
063	(101.181982)
064	(101.411723)
065	(101.650286)
066	(101.901559)
067	(102.157695)
068	(102.426445)
069	(102.700025)
070	(102.982293)
071	(103.273244)
072	(103.57653)
073	(103.880824)
074	(104.197624)
075	(104.522808)
076	(104.852697)
077	(105.191016)
078	(105.537825)
079	(105.889102)
080	(106.248894)
081	(106.61694)
082	(106.989538)
083	(107.370413)
084	(107.75952)
085	(108.15303)
086	(108.550866)
087	(108.956922)
088	(109.367161)
089	(109.785625)
090	(110.212035)
091	(110.638785)
092	(111.073644)
093	(111.516313)
094	(111.959294)
095	(112.41025)
096	(112.868986)
097	(113.327904)
098	(113.794642)
099	(114.265332)
100	(114.739905)
101	(115.222226)
102	(115.704473)
103	(116.194484)
104	(116.688193)
105	(117.185732)
106	(117.690762)
107	(118.195767)
108	(118.708278)
109	(119.224336)
110	(119.744052)
111	(120.267408)
112	(120.794318)
113	(121.328541)
114	(121.86247)
115	(122.403613)
116	(122.944439)
117	(123.492477)
118	(124.043967)
119	(124.598709)
120	(125.152925)
121	(125.714402)
122	(126.279009)
123	(126.846942)
124	(127.418007)
125	(127.992286)
126	(128.56968)
127	(129.15027)
128	(129.733869)
129	(130.32056)
130	(130.910334)
131	(131.503182)
132	(132.098925)
133	(132.697729)
134	(133.2995)
135	(133.90415)
136	(134.511758)
137	(135.122214)
138	(135.731755)
139	(136.34797)
140	(136.966941)
141	(137.58877)
142	(138.213426)
143	(138.836996)
144	(139.467149)
145	(140.100028)
146	(140.731899)
147	(141.370178)
148	(142.007431)
149	(142.651098)
150	(143.293651)
151	(143.93885)
152	(144.586703)
153	(145.240948)
154	(145.890256)
155	(146.54604)
156	(147.204331)
157	(147.865271)
158	(148.524966)
159	(149.187319)
160	(149.856069)
161	(150.523597)
162	(151.193661)
163	(151.86262)
164	(152.538006)
165	(153.215883)
166	(153.89263)
167	(154.572013)
168	(155.25403)
169	(155.938704)
170	(156.625985)
171	(157.312152)
172	(158.004822)
173	(158.696321)
174	(159.386798)
175	(160.083758)
176	(160.779711)
177	(161.482151)
178	(162.179857)
179	(162.884182)
180	(163.587487)
181	(164.293732)
182	(165.002808)
183	(165.711056)
184	(166.422229)
185	(167.132613)
186	(167.846044)
187	(168.562496)
188	(169.278254)
189	(169.997156)
190	(170.715419)
191	(171.43691)
192	(172.161633)
193	(172.885837)
194	(173.609618)
195	(174.336785)
196	(175.067351)
197	(175.797586)
198	(176.527575)
199	(177.261122)
200	(177.9945)
201	(178.731538)
202	(179.468482)
203	(-179.794575)
204	(-179.053823)
205	(-178.31301)
206	(-177.57204)
207	(-176.827109)
208	(-176.081956)
209	(-175.33651)
210	(-174.590711)
211	(-173.840745)
212	(-173.094122)
213	(-172.343183)
214	(-171.591709)
215	(-170.839645)
216	(-170.086903)
217	(-169.333451)
218	(-168.579261)
219	(-167.824238)
220	(-167.068332)
221	(-166.307749)
222	(-165.550003)
223	(-164.791237)
224	(-164.027616)
225	(-163.266685)
226	(-162.504612)
227	(-161.741338)
228	(-160.976812)
229	(-160.211049)
230	(-159.447711)
231	(-158.679247)
232	(-157.91316)
233	(-157.145628)
234	(-156.376634)
235	(-155.606134)
236	(-154.83411)
237	(-154.064293)
238	(-153.29284)
239	(-152.519811)
240	(-151.748864)
241	(-150.972463)
242	(-150.198195)
243	(-149.425972)
244	(-148.651982)
245	(-147.87621)
246	(-147.098646)
247	(-146.323101)
248	(-145.545761)
249	(-144.77033)
250	(-143.993043)
251	(-143.213965)
252	(-142.433022)
253	(-141.65399)
254	(-140.876892)
255	(-140.097843)
256	(-139.316995)
257	(-138.534273)
258	(-137.753462)
259	(-136.974597)
260	(-136.193789)
261	(-135.411147)
262	(-134.630522)
263	(-133.848008)
264	(-133.063637)
265	(-132.281287)
266	(-131.501007)
267	(-130.718821)
268	(-129.934939)
269	(-129.153055)
270	(-128.369435)
271	(-127.584118)
272	(-126.801002)
273	(-126.019964)
