274	(-125.237205)
275	(-124.452858)
276	(-123.670712)
277	(-122.886972)
278	(-122.105547)
279	(-121.322523)
280	(-120.538042)
281	(-119.756021)
282	(-118.976218)
283	(-118.191261)
284	(-117.408718)
285	(-116.628623)
286	(-115.843429)
287	(-115.064664)
288	(-114.280784)
289	(-113.499468)
290	(-112.717102)
291	(-111.937312)
292	(-111.156486)
293	(-110.374683)
294	(-109.595585)
295	(-108.811726)
296	(-108.034656)
297	(-107.252817)
298	(-106.473924)
299	(-105.698022)
300	(-104.917643)
301	(-104.140245)
302	(-103.362202)
303	(-102.583467)
304	(-101.807967)
305	(-101.031885)
306	(-100.255389)
307	(-99.482061)
308	(-98.704519)
309	(-97.930444)
310	(-97.155992)
311	(-96.381119)
312	(-95.609867)
313	(-94.838396)
314	(-94.06285)
315	(-93.291023)
316	(-92.522862)
317	(-91.750761)
318	(-90.97862)
319	(-90.210355)
320	(-89.442127)
321	(-88.670296)
322	(-87.902329)
323	(-87.138284)
324	(-86.370662)
325	(-85.603364)
326	(-84.840063)
327	(-84.073373)
328	(-83.310742)
329	(-83.310742)
330	(-82.544866)
331	(-81.783107)
332	(-81.02195)
333	(-80.261195)
334	(-79.497288)
335	(-78.73768)
336	(-77.978746)
337	(-77.220521)
338	(-76.462915)
339	(-75.706053)
340	(-74.950059)
341	(-74.194714)
342	(-73.436459)
343	(-72.682858)
344	(-71.930146)
345	(-71.174467)
346	(-70.423697)
347	(-69.673758)
348	(-68.921083)
349	(-68.169446)
350	(-67.422733)
351	(-66.673302)
352	(-65.92493)
353	(-65.17781)
354	(-64.431851)
355	(-63.687069)
356	(-62.943549)
357	(-62.197417)
358	(-61.456413)
359	(-60.712873)
360	(-59.97067)
361	(-59.229887)
362	(-58.490339)
363	(-57.752228)
364	(-57.015536)
365	(-56.276483)
366	(-55.542608)
367	(-54.806342)
368	(-54.071645)
369	(-53.338291)
370	(-52.602686)
371	(-51.872455)
372	(-51.139843)
373	(-50.408803)
374	(-49.679313)
375	(-48.951266)
376	(-48.22105)
377	(-47.496203)
378	(-46.769036)
379	(-46.039706)
380	(-45.315831)
381	(-44.593445)
382	(-43.868844)
383	(-43.145856)
384	(-42.424379)
385	(-41.704618)
386	(-40.982549)
387	(-40.265936)
388	(-39.547035)
389	(-38.829769)
390	(-38.114008)
391	(-37.396038)
392	(-36.683458)
393	(-35.9686)
394	(-35.255307)
395	(-34.543521)
396	(-33.829514)
397	(-33.120816)
398	(-32.409758)
399	(-31.700178)
400	(-30.992098)
401	(-30.285499)
402	(-29.580281)
403	(-28.872685)
404	(-28.166521)
405	(-27.461744)
406	(-26.758281)
407	(-26.056217)
408	(-25.355452)
409	(-24.652163)
410	(-23.950178)
411	(-23.253226)
412	(-22.553704)
413	(-21.855386)
414	(-21.158266)
415	(-20.462275)
416	(-19.767403)
417	(-19.069807)
418	(-18.377119)
419	(-17.685398)
420	(-16.990903)
421	(-16.301198)
422	(-15.608575)
423	(-14.916938)
424	(-14.229936)
425	(-13.539951)
426	(-12.850788)
427	(-12.166216)
428	(-11.478531)
429	(-10.79159)
430	(-10.109106)
431	(-9.423427)
432	(-8.738384)
433	(-8.057684)
434	(-7.373686)
435	(-6.693995)
436	(-6.010934)
437	(-5.332089)
438	(-4.649804)
439	(-3.97169)
440	(-3.293848)
441	(-2.616269)
442	(-1.938936)
443	(-1.265573)
444	(-0.588556)
445	(0.084526)
446	(0.757552)
447	(1.430536)
448	(2.103519)
449	(2.776535)
450	(3.449607)
451	(4.11898)
452	(4.788509)
453	(5.458187)
454	(6.124303)
455	(6.79446)
456	(7.461088)
457	(8.128033)
458	(8.795301)
459	(9.459166)
460	(10.123439)
461	(10.788156)
462	(11.453332)
463	(12.115193)
464	(12.777613)
465	(13.440585)
466	(14.100334)
467	(14.760704)
468	(15.421739)
469	(16.083418)
470	(16.741991)
471	(17.401283)
472	(18.057519)
473	(18.714547)
474	(19.372315)
475	(20.027109)
476	(20.682773)
477	(21.33925)
478	(21.992831)
479	(22.647292)
480	(23.298854)
481	(23.951408)
482	(24.604838)
483	(25.25544)
484	(25.907079)
485	(26.555822)
486	(27.205664)
487	(27.856477)
488	(28.504503)
489	(29.15363)
490	(29.803782)
491	(30.451176)
492	(31.095886)
493	(31.74546)
494	(32.388544)
495	(33.036501)
496	(33.681754)
497	(34.324373)
498	(34.968035)
499	(35.612847)
500	(36.254974)
501	(36.898245)
502	(37.542632)
503	(38.184274)
504	(38.823288)
505	(39.463479)
506	(40.104745)
507	(40.74339)
508	(41.383163)
509	(42.023955)
510	(42.662129)
511	(43.297645)
512	(43.934228)
513	(44.572027)
514	(45.210787)
515	(45.846954)
516	(46.48032)
517	(47.114851)
518	(47.750451)
519	(48.387191)
520	(49.021098)
521	(49.652208)
522	(50.284494)
523	(50.917765)
524	(51.552005)
525	(52.183518)
526	(52.816015)
527	(53.445691)
528	(54.076344)
529	(54.704193)
530	(55.336802)
531	(55.962778)
532	(56.593454)
533	(57.22118)
534	(57.849873)
535	(58.475626)
536	(59.10226)
537	(59.729732)
538	(60.354349)
539	(60.979736)
540	(61.605849)
541	(62.229093)
542	(62.85309)
543	(63.477796)
544	(64.099518)
545	(64.721973)
546	(65.345239)
547	(65.96909)
548	(66.589831)
549	(67.211261)
550	(67.829582)
551	(68.452286)
552	(69.071832)
553	(69.692043)
554	(70.308887)
555	(70.926397)
556	(71.544439)
557	(72.16301)
558	(72.781978)
559	(73.397753)
560	(74.013922)
561	(74.626791)
562	(75.243852)
563	(75.857451)
564	(76.471542)
565	(77.085967)
566	(77.696923)
567	(78.30834)
568	(78.919975)
569	(79.53193)
570	(80.144071)
571	(80.752805)
572	(81.361739)
573	(81.970846)
574	(82.58023)
575	(83.189752)
576	(83.795732)
577	(84.40556)
578	(85.011789)
579	(85.618051)
580	(86.224513)
581	(86.827166)
582	(87.433625)
583	(88.036329)
584	(88.639128)
585	(89.241773)
586	(89.844479)
587	(90.447108)
588	(91.045954)
589	(91.644629)
590	(92.243107)
591	(92.841601)
592	(93.439771)
593	(94.037945)
594	(94.635979)
595	(95.22984)
596	(95.82369)
597	(96.417197)
598	(97.014342)
599	(97.603451)
600	(98.196259)
601	(98.788762)
602	(99.380849)
603	(99.968912)
604	(100.556596)
605	(101.147669)
606	(101.73468)
607	(102.321165)
608	(102.907315)
609	(103.492994)
610	(104.074404)
611	(104.659289)
612	(105.239763)
613	(105.8236)
614	(106.4031)
615	(106.982133)
616	(107.560564)
617	(108.1385)
618	(108.715807)
619	(109.288787)
620	(109.864881)
621	(110.4366)
622	(111.007814)
623	(111.578289)
624	(112.148129)
625	(112.717331)
626	(113.285869)
627	(113.849939)
628	(114.417199)
629	(114.979841)
630	(115.541847)
631	(116.103188)
632	(116.663767)
633	(117.223681)
634	(117.78271)
635	(118.337225)
636	(118.891103)
637	(119.447936)
638	(120.000115)
639	(120.54781)
640	(121.098472)
641	(121.644514)
642	(122.193627)
643	(122.738004)
644	(123.281607)
645	(123.820581)
646	(124.358726)
647	(124.899902)
648	(125.432516)
649	(125.968134)
650	(126.499017)
651	(127.029149)
652	(127.558421)
653	(128.086818)
654	(128.610599)
655	(129.133459)
656	(129.655451)
657	(130.172833)
658	(130.689305)
659	(131.205004)
660	(131.715931)
661	(132.22613)
662	(132.735396)
663	(133.239989)
664	(133.74368)
665	(134.242785)
666	(134.741017)
667	(135.238424)
668	(135.731102)
669	(136.223066)
670	(136.710207)
671	(137.19283)
672	(137.678354)
673	(138.155457)
674	(138.631683)
675	(139.107187)
676	(139.574079)
677	(140.040338)
678	(140.50569)
679	(140.966511)
680	(141.42263)
681	(141.878011)
682	(142.32497)
683	(142.771194)
684	(143.216683)
685	(143.653774)
686	(144.090136)
687	(144.521882)
688	(144.949176)
689	(145.371887)
690	(145.790049)
691	(146.207613)
692	(146.61677)
693	(147.0253)
694	(147.425502)
695	(147.825096)
696	(148.216296)
697	(148.603128)
698	(148.985517)
699	(149.363415)
700	(149.736873)
701	(150.10212)
702	(150.462978)
703	(150.81936)
704	(151.167556)
705	(151.511446)
706	(151.850889)
707	(152.18215)
708	(152.50522)
709	(152.824014)
710	(153.138503)
711	(153.444792)
712	(153.742957)
713	(154.033025)
714	(154.318837)
715	(154.59653)
716	(154.866134)
717	(155.12765)
718	(155.381112)
719	(155.630385)
720	(155.867729)
721	(156.097089)
722	(156.3184)
723	(156.531676)
724	(156.736951)
725	(156.930402)
726	(157.115905)
727	(157.293381)
728	(157.459105)
729	(157.616836)
730	(157.762785)
731	(157.900741)
732	(158.023128)
733	(158.137639)
734	(158.2442)
735	(158.335178)
736	(158.418238)
737	(158.489597)
738	(158.549219)
739	(158.593311)
740	(158.629599)
741	(158.654129)
742	(158.666977)
743	(158.668171)
744	(158.653837)
745	(158.631718)
746	(158.594052)
747	(158.544741)
748	(158.479981)
749	(158.40742)
750	(158.319346)
751	(158.219636)
752	(158.1083)
753	(157.981495)
754	(157.843074)
755	(157.693002)
756	(157.527506)
757	(157.354167)
758	(157.16538)
759	(156.964941)
760	(156.749054)
761	(156.525312)
762	(156.289954)
763	(156.04298)
764	(155.788134)
765	(155.521636)
766	(155.243474)
767	(154.957508)
768	(154.663646)
769	(154.358171)
770	(154.048691)
771	(153.731307)
772	(153.406107)
773	(153.07689)
774	(152.743608)
775	(152.402499)
776	(152.061151)
777	(151.715776)
778	(151.366353)
779	(151.016782)
780	(150.666959)
